year	site	sr	mix.nest	level	spatialCV
2	Greece	18	112	Species	90.0
2	Greece	18	112	Species	3.0
2	Greece	18	112	Species	84.9
2	Greece	18	112	Species	121.2
2	Greece	18	112	Species	6.7
2	Greece	18	112	Species	40.0
2	Greece	18	112	Species	67.6
2	Greece	18	112	Species	77.4
2	Greece	18	112	Species	0.0
2	Greece	18	112	Species	79.3
2	Greece	18	112	Species	94.3
2	Greece	18	112	Species	10.1
2	Greece	18	112	Species	110.0
2	Greece	18	112	Species	56.6
2	Greece	18	112	Species	30.2
2	Greece	18	112	Species	141.4
2	Greece	18	112	Species	28.3
2	Greece	18	113	Species	13.6
2	Greece	18	113	Species	71.3
2	Greece	18	113	Species	16.5
2	Greece	18	113	Species	58.2
2	Greece	18	113	Species	5.7
2	Greece	18	113	Species	56.6
2	Greece	18	113	Species	40.4
2	Greece	18	113	Species	81.6
2	Greece	18	113	Species	21.2
2	Greece	18	113	Species	8.3
2	Greece	18	113	Species	130.3
2	Greece	18	113	Species	112.1
2	Greece	18	113	Species	43.3
2	Greece	18	113	Species	141.4
2	Greece	18	113	Species	135.0
2	Greece	18	113	Species	141.4
2	Greece	18	113	Species	141.4
2	Greece	18	113	Species	126.5
2	Greece	18	114	Species	68.9
2	Greece	18	114	Species	70.3
2	Greece	18	114	Species	31.3
2	Greece	18	114	Species	58.6
2	Greece	18	114	Species	56.6
2	Greece	18	114	Species	75.2
2	Greece	18	114	Species	14.1
2	Greece	18	114	Species	28.3
2	Greece	18	114	Species	141.4
2	Greece	18	114	Species	87.8
2	Greece	18	114	Species	9.4
2	Greece	18	114	Species	141.4
2	Greece	18	114	Species	28.8
2	Greece	18	114	Species	94.3
2	Greece	18	114	Species	29.1
2	Greece	18	114	Species	89.8
2	Greece	18	115	Species	92.7
2	Greece	18	115	Species	92.3
2	Greece	18	115	Species	116.4
2	Greece	18	115	Species	141.4
2	Greece	18	115	Species	141.4
2	Greece	18	115	Species	22.3
2	Greece	18	115	Species	33.7
2	Greece	18	115	Species	75.9
2	Greece	18	115	Species	13.4
2	Greece	18	115	Species	90.0
2	Greece	18	115	Species	130.3
2	Greece	18	115	Species	0.0
2	Greece	18	115	Species	130.0
2	Greece	18	115	Species	141.4
2	Greece	18	115	Species	141.4
2	Greece	18	115	Species	141.4
2	Greece	18	115	Species	76.2
2	Greece	18	115	Species	33.7
2	Ireland	1	116	Species	29.2
2	Ireland	1	118	Species	137.7
2	Ireland	1	119	Species	5.3
2	Ireland	1	120	Species	64.0
2	Ireland	1	121	Species	36.7
2	Ireland	1	122	Species	72.5
2	Ireland	1	123	Species	29.3
2	Ireland	1	124	Species	74.0
2	Ireland	1	125	Species	5.3
2	Ireland	2	126	Species	52.9
2	Ireland	2	126	Species	33.7
2	Ireland	2	127	Species	48.7
2	Ireland	2	127	Species	22.6
2	Ireland	2	128	Species	14.5
2	Ireland	2	129	Species	8.4
2	Ireland	2	129	Species	21.6
2	Ireland	2	130	Species	9.3
2	Ireland	2	130	Species	83.2
2	Ireland	2	131	Species	46.8
2	Ireland	2	131	Species	3.7
2	Ireland	2	132	Species	34.5
2	Ireland	2	132	Species	88.1
2	Ireland	2	133	Species	26.7
2	Ireland	2	133	Species	28.3
2	Ireland	3	134	Species	21.8
2	Ireland	3	134	Species	78.6
2	Ireland	3	134	Species	141.4
2	Ireland	3	135	Species	31.2
2	Ireland	3	135	Species	41.4
2	Ireland	3	135	Species	14.6
2	Ireland	4	136	Species	60.8
2	Ireland	4	136	Species	43.7
2	Ireland	4	136	Species	55.1
2	Ireland	4	136	Species	30.2
2	Ireland	4	137	Species	25.1
2	Ireland	4	137	Species	20.1
2	Ireland	4	137	Species	141.4
2	Ireland	4	139	Species	3.6
2	Ireland	4	139	Species	101.0
2	Ireland	4	139	Species	53.1
2	Ireland	4	139	Species	47.1
2	Ireland	4	140	Species	36.4
2	Ireland	4	140	Species	46.1
2	Ireland	4	140	Species	141.4
2	Ireland	4	140	Species	56.6
2	Ireland	4	141	Species	35.9
2	Ireland	4	141	Species	4.7
2	Ireland	4	141	Species	141.4
2	Ireland	4	141	Species	60.1
2	Ireland	4	142	Species	99.3
2	Ireland	4	142	Species	99.6
2	Ireland	4	142	Species	13.4
2	Ireland	4	142	Species	16.5
2	Ireland	4	143	Species	15.6
2	Ireland	4	143	Species	141.4
2	Ireland	4	143	Species	64.3
2	Ireland	4	143	Species	106.9
2	Ireland	4	144	Species	2.8
2	Ireland	4	144	Species	27.0
2	Ireland	4	144	Species	53.0
2	Ireland	4	144	Species	0.0
2	Ireland	8	145	Species	19.1
2	Ireland	8	145	Species	50.9
2	Ireland	8	145	Species	11.1
2	Ireland	8	145	Species	6.1
2	Ireland	8	145	Species	53.0
2	Ireland	8	145	Species	61.4
2	Ireland	8	145	Species	20.2
2	Ireland	8	146	Species	91.7
2	Ireland	8	146	Species	79.0
2	Ireland	8	146	Species	82.4
2	Ireland	8	146	Species	86.2
2	Ireland	8	146	Species	82.0
2	Ireland	8	147	Species	44.6
2	Ireland	8	147	Species	108.7
2	Ireland	8	147	Species	11.8
2	Ireland	8	147	Species	21.6
2	Ireland	8	147	Species	106.6
2	Ireland	8	147	Species	93.1
2	Ireland	8	147	Species	120.0
2	Ireland	8	147	Species	79.6
2	Ireland	8	148	Species	7.2
2	Ireland	8	148	Species	37.9
2	Ireland	8	148	Species	6.8
2	Ireland	8	148	Species	94.3
2	Ireland	8	148	Species	141.4
2	Sweden	1	149	Species	20.9
2	Sweden	1	150	Species	4.0
2	Sweden	1	151	Species	45.0
2	Sweden	1	152	Species	69.0
2	Sweden	1	153	Species	135.3
2	Sweden	1	154	Species	72.1
2	Sweden	1	155	Species	53.0
2	Sweden	1	156	Species	38.3
2	Sweden	1	157	Species	58.6
2	Sweden	1	158	Species	51.5
2	Sweden	1	159	Species	128.5
2	Sweden	1	160	Species	22.3
2	Sweden	2	161	Species	89.7
2	Sweden	2	161	Species	68.7
2	Sweden	2	162	Species	110.5
2	Sweden	2	162	Species	141.4
2	Sweden	2	163	Species	141.4
2	Sweden	2	163	Species	89.5
2	Sweden	2	164	Species	96.3
2	Sweden	2	164	Species	140.3
2	Sweden	2	165	Species	141.4
2	Sweden	2	165	Species	84.5
2	Sweden	2	166	Species	10.8
2	Sweden	2	166	Species	16.4
2	Sweden	4	167	Species	122.9
2	Sweden	4	167	Species	111.4
2	Sweden	4	168	Species	141.4
2	Sweden	4	168	Species	141.4
2	Sweden	4	168	Species	141.4
2	Sweden	4	168	Species	108.7
2	Sweden	4	169	Species	39.4
2	Sweden	4	169	Species	101.0
2	Sweden	4	169	Species	141.4
2	Sweden	4	169	Species	106.0
2	Sweden	4	170	Species	141.4
2	Sweden	4	170	Species	86.4
2	Sweden	4	170	Species	141.4
2	Sweden	4	171	Species	43.7
2	Sweden	4	171	Species	141.4
2	Sweden	4	171	Species	21.9
2	Sweden	4	171	Species	141.4
2	Sweden	4	172	Species	141.4
2	Sweden	4	172	Species	113.0
2	Sweden	4	172	Species	141.4
2	Sweden	4	172	Species	33.3
2	Sweden	8	173	Species	141.4
2	Sweden	8	173	Species	9.1
2	Sweden	8	173	Species	141.4
2	Sweden	8	173	Species	141.4
2	Sweden	8	174	Species	81.7
2	Sweden	8	174	Species	138.3
2	Sweden	8	174	Species	141.4
2	Sweden	8	174	Species	69.3
2	Sweden	8	174	Species	109.1
2	Sweden	8	174	Species	37.4
2	Sweden	8	175	Species	31.0
2	Sweden	8	175	Species	141.4
2	Sweden	8	175	Species	141.4
2	Sweden	8	175	Species	141.4
2	Sweden	12	176	Species	193.0
2	Sweden	12	176	Species	200.0
2	Sweden	12	176	Species	71.3
2	Sweden	12	176	Species	162.2
2	Sweden	12	176	Species	200.0
2	Sweden	12	176	Species	200.0
2	Sweden	12	176	Species	200.0
2	Sweden	12	176	Species	200.0
2	Sweden	12	176	Species	145.2
2	Sweden	12	176	Species	162.8
2	Sweden	12	176	Species	115.8
2	Sheffield	1	177	Species	6.6
2	Sheffield	1	178	Species	26.6
2	Sheffield	1	179	Species	5.3
2	Sheffield	1	180	Species	2.8
2	Sheffield	1	181	Species	7.5
2	Sheffield	1	182	Species	8.1
2	Sheffield	1	183	Species	9.5
2	Sheffield	1	184	Species	8.7
2	Sheffield	1	185	Species	9.1
2	Sheffield	1	186	Species	16.7
2	Sheffield	1	187	Species	8.3
2	Sheffield	1	188	Species	6.8
2	Sheffield	2	189	Species	0.5
2	Sheffield	2	189	Species	7.2
2	Sheffield	2	190	Species	6.6
2	Sheffield	2	190	Species	1.6
2	Sheffield	2	191	Species	9.0
2	Sheffield	2	191	Species	6.6
2	Sheffield	2	192	Species	6.1
2	Sheffield	2	192	Species	9.8
2	Sheffield	2	193	Species	100.0
2	Sheffield	2	193	Species	46.3
2	Sheffield	4	194	Species	7.6
2	Sheffield	4	194	Species	32.0
2	Sheffield	4	194	Species	4.7
2	Sheffield	4	194	Species	5.5
2	Sheffield	4	195	Species	12.7
2	Sheffield	4	195	Species	2.4
2	Sheffield	4	195	Species	10.7
2	Sheffield	4	195	Species	16.6
2	Sheffield	4	196	Species	4.8
2	Sheffield	4	196	Species	9.3
2	Sheffield	4	196	Species	5.3
2	Sheffield	4	196	Species	5.3
2	Sheffield	4	197	Species	25.8
2	Sheffield	4	197	Species	24.7
2	Sheffield	4	197	Species	9.8
2	Sheffield	4	197	Species	5.5
2	Sheffield	8	198	Species	0.7
2	Sheffield	8	198	Species	7.2
2	Sheffield	8	198	Species	30.2
2	Sheffield	8	198	Species	4.5
2	Sheffield	8	198	Species	5.8
2	Sheffield	8	198	Species	1.3
2	Sheffield	8	198	Species	5.4
2	Sheffield	8	198	Species	4.7
2	Sheffield	8	199	Species	24.2
2	Sheffield	8	199	Species	25.5
2	Sheffield	8	199	Species	3.9
2	Sheffield	8	199	Species	13.0
2	Sheffield	8	199	Species	15.1
2	Sheffield	8	199	Species	48.6
2	Sheffield	8	199	Species	12.5
2	Sheffield	8	199	Species	8.1
2	Sheffield	8	200	Species	13.0
2	Sheffield	8	200	Species	10.9
2	Sheffield	8	200	Species	2.7
2	Sheffield	8	200	Species	5.4
2	Sheffield	8	200	Species	1.0
2	Sheffield	8	200	Species	6.0
2	Sheffield	8	200	Species	14.4
2	Sheffield	8	200	Species	21.5
2	Sheffield	8	201	Species	21.6
2	Sheffield	8	201	Species	4.3
2	Sheffield	8	201	Species	17.9
2	Sheffield	8	201	Species	5.9
2	Sheffield	8	201	Species	16.0
2	Sheffield	8	201	Species	4.6
2	Sheffield	8	201	Species	6.1
2	Sheffield	8	201	Species	7.5
2	Sheffield	12	202	Species	8.7
2	Sheffield	12	202	Species	25.0
2	Sheffield	12	202	Species	30.0
2	Sheffield	12	202	Species	30.8
2	Sheffield	12	202	Species	45.2
2	Sheffield	12	202	Species	31.8
2	Sheffield	12	202	Species	7.0
2	Sheffield	12	202	Species	17.0
2	Sheffield	12	202	Species	15.7
2	Sheffield	12	202	Species	22.7
2	Sheffield	12	202	Species	15.4
2	Sheffield	12	202	Species	39.4
2	Silwood	1	203	Species	7.5
2	Silwood	1	204	Species	9.0
2	Silwood	1	205	Species	48.6
2	Silwood	1	206	Species	0.9
2	Silwood	1	207	Species	22.9
2	Silwood	2	208	Species	99.8
2	Silwood	2	208	Species	57.9
2	Silwood	1	209	Species	10.2
2	Silwood	1	210	Species	5.3
2	Silwood	1	211	Species	42.7
2	Silwood	1	212	Species	12.7
2	Silwood	1	213	Species	141.0
2	Silwood	1	214	Species	11.8
2	Silwood	2	215	Species	139.1
2	Silwood	2	215	Species	5.9
2	Silwood	2	216	Species	23.9
2	Silwood	2	216	Species	114.2
2	Silwood	2	217	Species	45.6
2	Silwood	2	217	Species	26.7
2	Silwood	2	218	Species	25.7
2	Silwood	2	218	Species	115.7
2	Silwood	2	219	Species	36.9
2	Silwood	2	219	Species	109.4
2	Silwood	4	220	Species	128.9
2	Silwood	4	220	Species	1.3
2	Silwood	4	220	Species	122.4
2	Silwood	4	220	Species	21.3
2	Silwood	4	221	Species	80.4
2	Silwood	4	221	Species	12.3
2	Silwood	4	221	Species	72.2
2	Silwood	4	221	Species	2.0
2	Silwood	4	222	Species	107.7
2	Silwood	4	222	Species	94.1
2	Silwood	4	222	Species	23.9
2	Silwood	4	222	Species	119.6
2	Silwood	4	223	Species	2.6
2	Silwood	4	223	Species	139.8
2	Silwood	4	223	Species	73.2
2	Silwood	4	223	Species	28.3
2	Silwood	4	224	Species	129.3
2	Silwood	4	224	Species	18.0
2	Silwood	4	224	Species	86.5
2	Silwood	4	224	Species	38.6
2	Silwood	4	225	Species	39.6
2	Silwood	4	225	Species	141.4
2	Silwood	4	225	Species	130.5
2	Silwood	4	225	Species	141.4
2	Silwood	8	226	Species	93.9
2	Silwood	8	226	Species	141.4
2	Silwood	8	226	Species	124.9
2	Silwood	8	226	Species	17.3
2	Silwood	8	226	Species	0.6
2	Silwood	8	226	Species	139.6
2	Silwood	8	226	Species	54.6
2	Silwood	8	226	Species	141.4
2	Silwood	8	227	Species	29.1
2	Silwood	8	227	Species	73.2
2	Silwood	8	227	Species	0.6
2	Silwood	8	227	Species	64.5
2	Silwood	8	227	Species	48.2
2	Silwood	8	227	Species	73.6
2	Silwood	8	227	Species	141.4
2	Silwood	8	228	Species	77.9
2	Silwood	8	228	Species	10.6
2	Silwood	8	228	Species	124.8
2	Silwood	8	228	Species	11.3
2	Silwood	8	228	Species	45.7
2	Silwood	8	228	Species	141.4
2	Silwood	8	228	Species	141.4
2	Silwood	8	228	Species	84.9
2	Silwood	8	229	Species	36.5
2	Silwood	8	229	Species	89.6
2	Silwood	8	229	Species	103.0
2	Silwood	8	229	Species	141.4
2	Silwood	8	229	Species	84.5
2	Silwood	8	229	Species	115.7
2	Silwood	8	229	Species	63.6
2	Silwood	8	229	Species	77.8
2	Silwood	8	230	Species	31.9
2	Silwood	8	230	Species	105.5
2	Silwood	8	230	Species	9.6
2	Silwood	8	230	Species	92.7
2	Silwood	8	230	Species	6.6
2	Silwood	8	230	Species	141.4
2	Silwood	8	230	Species	124.6
2	Silwood	8	230	Species	141.4
2	Silwood	11	231	Species	52.3
2	Silwood	11	231	Species	28.3
2	Silwood	11	231	Species	141.4
2	Silwood	11	231	Species	9.7
2	Silwood	11	231	Species	37.6
2	Silwood	11	231	Species	76.7
2	Silwood	11	231	Species	101.6
2	Silwood	11	231	Species	75.6
2	Silwood	11	231	Species	141.4
2	Silwood	11	231	Species	141.4
2	Silwood	11	232	Species	141.4
2	Silwood	11	232	Species	82.4
2	Silwood	11	232	Species	74.2
2	Silwood	11	232	Species	118.6
2	Silwood	11	232	Species	103.8
2	Silwood	11	232	Species	114.2
2	Silwood	11	232	Species	141.4
2	Silwood	11	232	Species	126.2
2	Silwood	11	233	Species	92.2
2	Silwood	11	233	Species	42.3
2	Silwood	11	233	Species	56.5
2	Silwood	11	233	Species	133.9
2	Silwood	11	233	Species	52.7
2	Silwood	11	233	Species	141.4
2	Silwood	11	233	Species	141.4
2	Silwood	11	233	Species	124.8
2	Silwood	11	234	Species	129.6
2	Silwood	11	234	Species	0.2
2	Silwood	11	234	Species	71.4
2	Silwood	11	234	Species	39.7
2	Silwood	11	234	Species	49.2
2	Silwood	11	234	Species	141.4
2	Silwood	11	234	Species	11.2
2	Silwood	11	234	Species	110.0
2	Silwood	11	234	Species	83.9
2	Silwood	11	234	Species	141.4
2	Silwood	11	235	Species	0.0
2	Silwood	11	235	Species	86.3
2	Silwood	11	235	Species	128.7
2	Silwood	11	235	Species	81.1
2	Silwood	11	235	Species	141.4
2	Silwood	11	235	Species	8.1
2	Silwood	11	235	Species	141.4
2	Silwood	11	235	Species	141.4
2	Silwood	11	235	Species	83.7
3	Germany	1	1	Species	0.5
3	Germany	1	2	Species	17.6
3	Germany	1	3	Species	28.3
3	Germany	1	4	Species	8.0
3	Germany	1	5	Species	15.4
3	Germany	1	6	Species	13.6
3	Germany	1	7	Species	14.9
3	Germany	1	8	Species	22.5
3	Germany	1	9	Species	31.0
3	Germany	1	10	Species	26.0
3	Germany	2	11	Species	22.1
3	Germany	2	11	Species	5.7
3	Germany	2	12	Species	12.3
3	Germany	2	12	Species	19.1
3	Germany	2	13	Species	30.8
3	Germany	2	13	Species	104.1
3	Germany	2	14	Species	56.7
3	Germany	2	14	Species	91.8
3	Germany	2	15	Species	25.3
3	Germany	2	15	Species	10.5
3	Germany	2	16	Species	12.9
3	Germany	2	16	Species	0.4
3	Germany	2	17	Species	40.6
3	Germany	2	17	Species	29.0
3	Germany	4	18	Species	3.0
3	Germany	4	18	Species	19.9
3	Germany	4	18	Species	10.4
3	Germany	4	18	Species	76.4
3	Germany	4	19	Species	29.8
3	Germany	4	19	Species	14.1
3	Germany	4	19	Species	29.1
3	Germany	4	19	Species	3.2
3	Germany	4	20	Species	7.1
3	Germany	4	20	Species	28.0
3	Germany	4	20	Species	43.8
3	Germany	4	20	Species	18.8
3	Germany	4	21	Species	65.2
3	Germany	4	21	Species	20.6
3	Germany	4	21	Species	43.3
3	Germany	4	21	Species	45.5
3	Germany	4	22	Species	45.9
3	Germany	4	22	Species	85.2
3	Germany	4	22	Species	29.4
3	Germany	4	22	Species	78.5
3	Germany	8	23	Species	30.1
3	Germany	8	23	Species	6.3
3	Germany	8	23	Species	36.3
3	Germany	8	23	Species	57.6
3	Germany	8	23	Species	26.2
3	Germany	8	23	Species	98.7
3	Germany	8	23	Species	15.4
3	Germany	8	23	Species	2.0
3	Germany	8	24	Species	29.9
3	Germany	8	24	Species	53.1
3	Germany	8	24	Species	20.2
3	Germany	8	24	Species	48.8
3	Germany	8	24	Species	0.0
3	Germany	8	24	Species	38.5
3	Germany	8	24	Species	83.8
3	Germany	8	24	Species	18.4
3	Germany	8	25	Species	57.2
3	Germany	8	25	Species	10.8
3	Germany	8	25	Species	35.3
3	Germany	8	25	Species	5.5
3	Germany	8	25	Species	17.1
3	Germany	8	25	Species	21.8
3	Germany	8	25	Species	91.7
3	Germany	8	25	Species	141.4
3	Germany	8	26	Species	59.4
3	Germany	8	26	Species	27.5
3	Germany	8	26	Species	121.3
3	Germany	8	26	Species	109.1
3	Germany	8	26	Species	111.6
3	Germany	8	26	Species	0.2
3	Germany	8	26	Species	141.4
3	Germany	8	26	Species	97.7
3	Germany	8	27	Species	0.6
3	Germany	8	27	Species	74.9
3	Germany	8	27	Species	55.3
3	Germany	8	27	Species	0.5
3	Germany	8	27	Species	77.4
3	Germany	8	27	Species	28.2
3	Germany	8	27	Species	2.1
3	Germany	8	27	Species	6.7
3	Germany	16	28	Species	35.7
3	Germany	16	28	Species	141.4
3	Germany	16	28	Species	17.0
3	Germany	16	28	Species	41.9
3	Germany	16	28	Species	117.9
3	Germany	16	28	Species	86.4
3	Germany	16	28	Species	26.3
3	Germany	16	28	Species	15.8
3	Germany	16	28	Species	72.6
3	Germany	16	28	Species	141.4
3	Germany	16	28	Species	141.4
3	Germany	16	28	Species	134.7
3	Germany	16	29	Species	96.8
3	Germany	16	29	Species	18.6
3	Germany	16	29	Species	29.9
3	Germany	16	29	Species	40.8
3	Germany	16	29	Species	110.4
3	Germany	16	29	Species	118.3
3	Germany	16	29	Species	54.5
3	Germany	16	29	Species	76.1
3	Germany	16	29	Species	129.6
3	Germany	16	29	Species	141.4
3	Germany	16	29	Species	100.9
3	Germany	16	29	Species	74.0
3	Germany	16	29	Species	141.4
3	Germany	16	30	Species	105.4
3	Germany	16	30	Species	9.8
3	Germany	16	30	Species	70.7
3	Germany	16	30	Species	117.9
3	Germany	16	30	Species	141.4
3	Germany	16	30	Species	7.9
3	Germany	16	30	Species	59.4
3	Germany	16	30	Species	0.0
3	Germany	16	30	Species	141.4
3	Germany	16	30	Species	74.3
3	Germany	16	30	Species	36.2
3	Germany	16	30	Species	34.7
3	Germany	16	30	Species	40.6
3	Germany	16	30	Species	141.4
3	Portugal	1	31	Species	25.3
3	Portugal	1	32	Species	28.1
3	Portugal	1	33	Species	29.2
3	Portugal	1	35	Species	129.4
3	Portugal	1	36	Species	16.1
3	Portugal	1	38	Species	2.9
3	Portugal	1	41	Species	13.1
3	Portugal	1	42	Species	133.3
3	Portugal	1	44	Species	63.0
3	Portugal	2	45	Species	36.1
3	Portugal	2	47	Species	141.4
3	Portugal	2	47	Species	38.0
3	Portugal	2	48	Species	37.0
3	Portugal	2	48	Species	82.9
3	Portugal	4	50	Species	141.4
3	Portugal	4	50	Species	141.4
3	Portugal	4	51	Species	141.4
3	Portugal	4	51	Species	70.4
3	Portugal	4	52	Species	141.4
3	Portugal	4	52	Species	56.6
3	Portugal	4	52	Species	141.4
3	Portugal	4	53	Species	33.3
3	Portugal	4	53	Species	34.3
3	Portugal	4	54	Species	84.6
3	Portugal	4	54	Species	141.4
3	Portugal	4	54	Species	33.8
3	Portugal	8	55	Species	102.9
3	Portugal	8	55	Species	141.4
3	Portugal	8	56	Species	141.4
3	Portugal	8	56	Species	141.4
3	Portugal	8	56	Species	141.4
3	Portugal	8	56	Species	141.4
3	Portugal	14	57	Species	200.0
3	Portugal	14	57	Species	119.8
3	Portugal	14	57	Species	200.0
3	Portugal	14	57	Species	166.5
3	Portugal	14	57	Species	72.0
3	Portugal	14	57	Species	121.1
3	Portugal	14	57	Species	163.4
3	Switzerland	1	58	Species	12.1
3	Switzerland	1	59	Species	64.9
3	Switzerland	1	62	Species	12.5
3	Switzerland	1	63	Species	36.8
3	Switzerland	4	64	Species	21.8
3	Switzerland	4	64	Species	49.9
3	Switzerland	4	64	Species	23.8
3	Switzerland	4	65	Species	91.2
3	Switzerland	4	65	Species	36.9
3	Switzerland	4	65	Species	36.9
3	Switzerland	4	65	Species	39.8
3	Switzerland	4	66	Species	26.1
3	Switzerland	4	66	Species	21.1
3	Switzerland	4	66	Species	45.1
3	Switzerland	4	66	Species	62.2
3	Switzerland	8	67	Species	16.6
3	Switzerland	8	67	Species	72.2
3	Switzerland	8	67	Species	32.0
3	Switzerland	8	67	Species	62.2
3	Switzerland	8	67	Species	24.7
3	Switzerland	8	67	Species	93.9
3	Switzerland	4	68	Species	47.6
3	Switzerland	4	68	Species	136.2
3	Switzerland	4	68	Species	9.4
3	Switzerland	4	68	Species	72.6
3	Switzerland	8	69	Species	24.0
3	Switzerland	8	69	Species	43.7
3	Switzerland	8	69	Species	0.8
3	Switzerland	8	69	Species	24.5
3	Switzerland	8	69	Species	36.0
3	Switzerland	8	69	Species	2.4
3	Switzerland	2	70	Species	48.2
3	Switzerland	2	70	Species	15.6
3	Switzerland	2	71	Species	55.5
3	Switzerland	2	71	Species	21.8
3	Switzerland	2	72	Species	50.9
3	Switzerland	2	72	Species	44.5
3	Switzerland	4	73	Species	97.1
3	Switzerland	4	73	Species	40.4
3	Switzerland	4	73	Species	21.8
3	Switzerland	4	73	Species	44.6
3	Switzerland	4	74	Species	133.2
3	Switzerland	4	74	Species	22.4
3	Switzerland	4	74	Species	60.2
3	Switzerland	4	74	Species	81.9
3	Switzerland	2	75	Species	67.0
3	Switzerland	2	75	Species	1.6
3	Switzerland	8	76	Species	48.2
3	Switzerland	8	76	Species	43.9
3	Switzerland	8	76	Species	23.5
3	Switzerland	8	76	Species	24.6
3	Switzerland	8	76	Species	67.0
3	Switzerland	8	76	Species	38.2
3	Switzerland	8	76	Species	93.3
3	Switzerland	32	77	Species	53.7
3	Switzerland	32	77	Species	45.2
3	Switzerland	32	77	Species	96.1
3	Switzerland	32	77	Species	61.9
3	Switzerland	32	77	Species	138.4
3	Switzerland	32	77	Species	74.4
3	Switzerland	32	77	Species	135.0
3	Switzerland	32	77	Species	5.7
3	Switzerland	32	77	Species	98.3
3	Switzerland	32	77	Species	135.5
3	Switzerland	32	77	Species	66.4
3	Switzerland	32	77	Species	0.0
3	Switzerland	32	77	Species	120.6
3	Switzerland	32	77	Species	68.3
3	Switzerland	32	77	Species	108.3
3	Switzerland	2	78	Species	10.4
3	Switzerland	2	78	Species	13.8
3	Switzerland	8	79	Species	116.4
3	Switzerland	8	79	Species	1.8
3	Switzerland	8	79	Species	81.9
3	Switzerland	8	79	Species	55.4
3	Switzerland	8	79	Species	49.4
3	Switzerland	8	79	Species	20.2
3	Switzerland	8	79	Species	34.4
3	Switzerland	8	79	Species	113.1
3	Switzerland	2	80	Species	5.7
3	Switzerland	2	80	Species	108.0
3	Switzerland	4	81	Species	3.1
3	Switzerland	4	81	Species	122.0
3	Switzerland	4	81	Species	98.7
3	Switzerland	4	81	Species	55.0
3	Switzerland	1	82	Species	42.7
3	Switzerland	2	83	Species	15.7
3	Switzerland	2	83	Species	36.8
3	Switzerland	1	84	Species	92.1
3	Switzerland	32	85	Species	127.4
3	Switzerland	32	85	Species	33.1
3	Switzerland	32	85	Species	65.3
3	Switzerland	32	85	Species	110.0
3	Switzerland	32	85	Species	27.4
3	Switzerland	32	85	Species	53.9
3	Switzerland	32	85	Species	33.4
3	Switzerland	32	85	Species	127.0
3	Switzerland	32	85	Species	73.5
3	Switzerland	32	85	Species	0.0
3	Switzerland	32	85	Species	68.7
3	Switzerland	32	85	Species	94.3
3	Switzerland	32	85	Species	87.2
3	Switzerland	32	85	Species	111.6
3	Switzerland	32	85	Species	16.1
3	Switzerland	1	86	Species	18.6
3	Switzerland	4	87	Species	65.5
3	Switzerland	4	87	Species	108.5
3	Switzerland	4	87	Species	15.4
3	Switzerland	8	88	Species	89.9
3	Switzerland	8	88	Species	88.7
3	Switzerland	8	88	Species	127.4
3	Switzerland	8	88	Species	1.7
3	Switzerland	8	88	Species	82.3
3	Switzerland	8	88	Species	107.6
3	Switzerland	1	89	Species	39.0
3	Greece	1	90	Species	0.0
3	Greece	1	91	Species	0.4
3	Greece	1	92	Species	6.5
3	Greece	1	93	Species	1.9
3	Greece	1	94	Species	0.4
3	Greece	1	95	Species	34.5
3	Greece	1	96	Species	18.3
3	Greece	2	97	Species	45.5
3	Greece	2	97	Species	70.8
3	Greece	2	98	Species	24.8
3	Greece	2	98	Species	39.5
3	Greece	2	99	Species	15.5
3	Greece	2	99	Species	60.0
3	Greece	2	100	Species	68.6
3	Greece	2	100	Species	111.5
3	Greece	2	101	Species	67.8
3	Greece	2	101	Species	61.6
3	Greece	2	102	Species	46.7
3	Greece	2	102	Species	37.4
3	Greece	4	103	Species	84.0
3	Greece	4	103	Species	113.6
3	Greece	4	103	Species	31.9
3	Greece	4	103	Species	50.9
3	Greece	4	104	Species	22.3
3	Greece	4	104	Species	47.1
3	Greece	4	104	Species	11.3
3	Greece	4	104	Species	14.0
3	Greece	4	105	Species	113.5
3	Greece	4	105	Species	107.5
3	Greece	4	105	Species	34.5
3	Greece	4	105	Species	98.2
3	Greece	4	106	Species	76.3
3	Greece	4	106	Species	101.0
3	Greece	4	106	Species	12.8
3	Greece	4	106	Species	33.5
3	Greece	4	107	Species	12.3
3	Greece	4	107	Species	78.1
3	Greece	4	107	Species	99.3
3	Greece	4	107	Species	6.6
3	Greece	8	108	Species	106.5
3	Greece	8	108	Species	67.4
3	Greece	8	108	Species	141.4
3	Greece	8	108	Species	2.2
3	Greece	8	108	Species	121.2
3	Greece	8	108	Species	56.1
3	Greece	8	108	Species	86.8
3	Greece	8	108	Species	56.6
3	Greece	8	109	Species	8.5
3	Greece	8	109	Species	57.6
3	Greece	8	109	Species	54.5
3	Greece	8	109	Species	101.8
3	Greece	8	109	Species	127.9
3	Greece	8	109	Species	79.8
3	Greece	8	109	Species	26.4
3	Greece	8	110	Species	86.1
3	Greece	8	110	Species	16.5
3	Greece	8	110	Species	98.5
3	Greece	8	110	Species	47.1
3	Greece	8	110	Species	93.1
3	Greece	8	110	Species	32.5
3	Greece	8	111	Species	119.4
3	Greece	8	111	Species	114.1
3	Greece	8	111	Species	11.3
3	Greece	8	111	Species	101.8
